symbol_id,timestamp,open,close,high,low,volume,last_tick,asset,return_1,return_5,return_10,return_20,range,body,upper_shadow,lower_shadow,rsi_14,rsi_7,rsi_21,macd,macd_signal,macd_hist,ema_7,dist_ema_7,ema_7_slope,ema_14,dist_ema_14,ema_14_slope,ema_21,dist_ema_21,ema_21_slope,ema_50,dist_ema_50,ema_50_slope,ema_100,dist_ema_100,ema_100_slope,ema_200,dist_ema_200,ema_200_slope,bb_upper,bb_lower,bb_width,bb_pct,atr,atr_pct,adx,plus_di,minus_di,volume_ma,volume_ratio,volatility_5,volatility_10,volatility_20,target_call_1,target_put_1,target_call_5,target_put_5
90,2026-05-22 13:10:00,0.58476,0.58471,0.58561,0.58469,397,1779455699.773,NZDUSD_otc,-8.550516451188983e-05,-0.00017099570800793717,0.0003250530349687697,-0.0022354185863964204,0.001573429563373161,0.05434782017958345,0.9239129430530393,0.02173912807173684,46.53110781302155,47.82832498255588,46.38272113773876,-0.0002129427008544793,-0.00024325661927077698,3.0313918416297676e-05,0.5847247977078536,-2.530713236658945e-05,0.0001252797949227169,0.5847928355181443,-0.00014164933821559096,-1.7049267162172477e-05,0.5849028176038099,-0.0003296575054978882,-7.414207530220818e-05,0.5853496964772964,-0.001092844979926045,-0.00012451503910093642,0.5856914418658486,-0.00167569780893861,-9.484382712743322e-05,0.5837889007979687,0.0015777949885175527,5.13702787868775e-05,0.5854064892936718,0.5840755107063281,0.002276305497329713,0.47670883065612973,0.0007982009095839313,0.001365122726794362,9.602188840961608,22.595990220303893,16.263344599621092,395.05,1.0049360840397406,0.0005967509574273035,0.0005304253549462113,0.000873932285557172,0,0,0,0
90,2026-05-22 13:15:00,0.58471,0.5846,0.58502,0.5843,425,1779455999.786,NZDUSD_otc,-0.00018812744779450608,-0.0008716309753721285,-0.0001026237471349889,-0.000888706590101096,0.001231611358193539,0.15277775655857853,0.43055549575626034,0.41666660879629147,45.30039203174578,44.675316826651375,45.64695695240293,-0.00021021147546385066,-0.00023664759050939172,2.6436115045541062e-05,0.5846935982808902,-0.0001600809059058782,-3.3540153807964934e-05,0.5847671241157251,-0.0002857960183342752,-8.277603154061008e-05,0.5848752887307362,-0.0004706793671068754,-0.00011376552300201848,0.5853202966154417,-0.0012306024916729397,-0.00013963209639100693,0.5856698291556338,-0.0018266762301486306,-0.00010306474144172739,0.5837969714367949,0.0013755271138676556,4.578450486847352e-05,0.5853595308371147,0.5840704691628853,0.0022050319436013937,0.410787789771576,0.0007926151303279321,0.0013558247183166818,9.347760029929914,21.129856848420395,18.722689149071993,397.5,1.069182389936838,0.0005124968581792791,0.000529129562425102,0.0008077892622903008,0,0,0,0
90,2026-05-22 13:20:00,0.58458,0.58469,0.58493,0.58435,390,1779456299.663,NZDUSD_otc,0.00015395141977436744,0.00023950047044740685,0.00027372418866455916,0.0005647203778493814,0.0009919786553556822,0.18965513971475317,0.4137930321045506,0.3965516557669328,46.54613374673762,47.95062419482032,46.37770380039214,-0.00019849656696158124,-0.00022901738579982964,3.05208188382484e-05,0.5846926987106676,-4.615605212027737e-06,9.844884644061302e-06,0.584756840900295,-0.00011430546103924755,-5.307256066855448e-05,0.5848584443006692,-0.0002880086665596748,-9.069593000188281e-05,0.5852955791011106,-0.001034655177202308,-0.0001286661318267157,0.5856504265980964,-0.0016399315265170273,-9.825157824494557e-05,0.5838058572931453,0.0015144464479239042,4.672197248178911e-05,0.5853553998316973,0.5841076001683027,0.002134121779737315,0.4667414186014776,0.0007774283353045023,0.0013296419218808296,9.111504705400483,20.003862667947068,17.7249711249557,397.25,0.9817495280047875,0.00027326186916604427,0.0005257304326188393,0.0007524448946132364,0,0,0,1
90,2026-05-22 13:25:00,0.58469,0.58492,0.58516,0.58457,413,1779456599.659,NZDUSD_otc,0.0003933708460892582,0.00015389087427131187,0.0010953652358458577,0.0004789272030649716,0.0010086849483689725,0.38983044240155296,0.4067795920713002,0.2033897960356501,49.69889667234398,55.75945038846158,48.244820783897225,-0.00016870857235773418,-0.00021695562311141057,4.8247050753676395e-05,0.5847495240330007,0.000291536734948485,2.9883663483110112e-05,0.5847785954469223,0.000241808701923471,-3.3996219246046344e-05,0.5848640402733357,9.567988936048434e-05,-7.426902727436513e-05,0.5852808505089102,-0.0006165424831454004,-0.00012009098940213292,0.5856359627050648,-0.0012225388307059424,-9.452382422026062e-05,0.5838169432902284,0.001889387970748337,4.715259962118079e-05,0.5853731137347062,0.5841178862652938,0.002145981449450221,0.6390185765929682,0.0007640405970684649,0.0013062309325522548,9.273918234915516,21.050714389054747,16.747299353474773,397.3,1.0395167379811125,0.00024017083655693356,0.0005106410226439918,0.000749981191079025,0,0,0,1
90,2026-05-22 13:30:00,0.58492,0.58506,0.58516,0.5845,400,1779456899.56,NZDUSD_otc,0.00023934897079946893,0.0005130309870717831,0.0013349763811871806,-0.0010244851961888068,0.0011280894267254537,0.21212117998168525,0.15151512855829855,0.6363635399448876,51.57130200124336,60.01906374532267,49.37152638919941,-0.00013227970396612054,-0.00020002043928235257,6.774073531623203e-05,0.5848271430247506,0.00039816376176573165,9.741274761243535e-05,0.5848161160539993,0.0004170267188365297,1.0536609986622203e-05,0.5848818547939416,0.0003045832326618731,-4.0244570249314826e-05,0.5852721897046392,-0.000362548756581604,-0.00010361683295501134,0.5856245575029844,-0.0009640263471728897,-8.671147126526613e-05,0.5838293120137087,0.0021079585436478343,4.9668494152332876e-05,0.5852082666790601,0.58422273332094,0.0016844996378493275,0.8495568284988437,0.0007566091258492884,0.0012932162955069367,9.279102387592129,19.739084929601123,16.364650598198722,397.6,1.00603621730357,0.0002375873185702477,0.0005105424314427794,0.000634946523392622,0,1,0,0
90,2026-05-22 13:35:00,0.58508,0.58443,0.58516,0.58411,404,1779457199.558,NZDUSD_otc,-0.001076812634601576,-0.0004788698671135405,-0.0006497836904294507,-0.00030789757274074514,0.0017966223499820259,0.6190475600907488,0.07619046893421184,0.3047618757369531,43.68994419638843,39.86690760226432,44.7666973927027,-0.00015248751700425167,-0.0001905138548267324,3.802633782248074e-05,0.584727857268563,-0.0005093946950884077,3.0595607094507926e-06,0.5847646339134661,-0.0005722540216336484,-2.8201604678201875e-05,0.5848407770854015,-0.0007023742213199144,-6.204051840841274e-05,0.5852391626573985,-0.0013826187805414966,-0.00011053381989789557,0.5856009028989648,-0.0019994895724517684,-9.053896688382412e-05,0.5838352890085972,0.0010186280319107084,4.638821062841192e-05,0.5852130283802432,0.5841999716197568,0.0017334099216098828,0.2270636419487459,0.0007775656168600533,0.0013304683484079416,8.721597009599627,17.835153821631682,18.368810058947815,398.5,1.0138017565869477,0.0005884086082217003,0.0005596457580958169,0.0005454445330513652,1,0,1,0
90,2026-05-22 13:40:00,0.58445,0.58473,0.58489,0.58397,406,1779457499.502,NZDUSD_otc,0.0005133206714234007,0.0002223742730071976,-0.0006494505306695597,-8.55022401586858e-05,0.0015733757460708907,0.30434779300560644,0.17391302457471847,0.5217390737240347,47.78232350684894,49.320412788896256,47.22770490490609,-0.0001426504757435776,-0.00018094117901010145,3.829070326652386e-05,0.5847283929514222,2.7483676133048835e-06,3.479467053202345e-05,0.5847600160583374,-5.1330558713196224e-05,-7.108057387683608e-06,0.5848307064412741,-0.0001721975952441662,-4.458228946213616e-05,0.5852191954943633,-0.0008359184013950166,-0.0001011011210784174,0.5855836572970051,-0.0014577887998882108,-8.617185862869192e-05,0.5838441916055266,0.0015171999776815138,4.7220168731709755e-05,0.5852095452501922,0.584198454749808,0.001729157902594652,0.5257147578960586,0.0007877395013700517,0.001347185027910406,8.463217944847068,16.347321372496886,18.10591448031731,399.4,1.0165247871805168,0.0006420263538499785,0.0005596840326390619,0.0005542152732388368,0,1,1,0
90,2026-05-22 13:45:00,0.58473,0.58407,0.58485,0.58369,390,1779457799.544,NZDUSD_otc,-0.0011287260787029574,-0.001060390976414971,-0.0008211444701052839,-0.0017262596567991784,0.0019860633143286574,0.5689654681926568,0.10344826694412812,0.32758617865632594,40.76343890940481,35.140891385520504,42.82038591982645,-0.00018596731833708802,-0.00018194640687549878,-4.020911461589233e-06,0.5845637947135667,-0.0008447233955169162,-0.0001289039971009709,0.5846680139172258,-0.0010228264638921522,-8.882698306922343e-05,0.5847615513102492,-0.0011826210336498687,-9.689299042003885e-05,0.5851741290043883,-0.0018868383779488598,-0.00012145009672237528,0.5855536838851833,-0.002533813595602274,-9.674271291315595e-05,0.5838464384552229,0.00038291155011343147,4.0581162077613087e-05,0.5851989273553753,0.5841080726446246,0.0018676780364522319,-0.03490166083461872,0.0008143295369864722,0.001394232775157896,8.721667214753484,14.68399924270577,18.7196655893329,398.25,0.9792843691146317,0.0008192324726711341,0.0005917984049322973,0.0005937593222194581,0,0,1,0
90,2026-05-22 13:50:00,0.58407,0.5838,0.58418,0.5836,412,1779458099.925,NZDUSD_otc,-0.00046227335764548183,-0.0019147917663954184,-0.0017611955611032126,-0.0022218424200990405,0.0009934909215485184,0.4655171611176978,0.18965513971471687,0.3448275267538219,38.28577286992499,30.900834390345366,41.170065296934425,-0.00023932419138505967,-0.00019342196377741098,-4.590222760764869e-05,0.584372846035175,-0.0009802749033629191,-0.0003766779978257029,0.5845522787282624,-0.001286931478394173,-0.00022631671865991354,0.5846741375547719,-0.0014950850373299759,-0.0001899027185637836,0.5851202415924515,-0.002256359460165544,-0.00016060891645874875,0.5855189574716153,-0.002935784486019233,-0.00011700523344948532,0.5838459763810415,-7.874744864479247e-05,2.9033090813146423e-05,0.585210119658627,0.5839668803413729,0.0021295637500070553,-0.13423025288362447,0.0007975917129160118,0.0013662071135937166,9.1175185007091,13.921281801468421,18.553325019652316,399.25,1.0319348778957966,0.000747408289531485,0.0005669938685366233,0.0005988168978819249,1,0,1,0
90,2026-05-22 13:55:00,0.58378,0.5852,0.58526,0.58368,400,1779458399.912,NZDUSD_otc,0.0023980815347723894,0.00023929169657810334,0.0007524454477052522,0.0013175230566535578,0.0026999316473001124,0.8987341203333244,0.037974681140810054,0.06329113523473028,53.92421940098016,60.05623370894355,51.37346003734997,-0.00016671975640702996,-0.0001880815223033348,2.1361765896304834e-05,0.5845796345263813,0.0010612163629705965,-0.00024750849836929767,0.5846386415644942,0.00096018017899684,-0.0001774744895051139,0.5847219432316109,0.000817579661449151,-0.0001599115623307501,0.5851233693731397,0.00013096490564453112,-0.000148820331499544,0.5855126414820784,-0.0005339619675622214,-0.00011191602090598884,0.5838594492528719,0.002296016188217132,3.013723916323041e-05,0.5852980022354596,0.5839559977645404,0.0022932407226916346,0.926973173129802,0.0008534780191362985,0.0014584381735070035,9.429503700319751,21.119088280684437,16.09998093566244,399.1,1.0022550739160605,0.001470516116564132,0.0009934631783653314,0.0007749954736487241,1,0,1,0
