symbol_id,timestamp,open,close,high,low,volume,last_tick,asset
74,2026-05-21 20:15:00,204.48,204.704,204.742,204.47,413,1779394799.924,CHFJPY_otc
74,2026-05-21 20:20:00,204.704,204.753,204.947,204.701,416,1779395099.898,CHFJPY_otc
74,2026-05-21 20:25:00,204.753,204.469,204.753,204.432,407,1779395399.741,CHFJPY_otc
74,2026-05-21 20:30:00,204.469,204.457,204.563,204.437,416,1779395699.722,CHFJPY_otc
74,2026-05-21 20:35:00,204.457,204.332,204.531,204.23,399,1779395999.644,CHFJPY_otc
74,2026-05-21 20:40:00,204.332,204.306,204.441,204.288,390,1779396298.578,CHFJPY_otc
74,2026-05-21 20:45:00,204.311,204.176,204.418,204.173,395,1779396599.99,CHFJPY_otc
74,2026-05-21 20:50:00,204.172,204.511,204.511,204.121,411,1779396899.837,CHFJPY_otc
74,2026-05-21 20:55:00,204.511,204.788,204.85,204.506,417,1779397199.83,CHFJPY_otc
74,2026-05-21 21:00:00,204.788,204.742,204.851,204.677,403,1779397498.716,CHFJPY_otc
74,2026-05-21 21:05:00,204.739,204.889,204.963,204.713,409,1779397799.214,CHFJPY_otc
74,2026-05-21 21:10:00,204.889,205.098,205.139,204.883,396,1779398099.577,CHFJPY_otc
74,2026-05-21 21:15:00,205.098,204.971,205.26,204.963,401,1779398399.553,CHFJPY_otc
74,2026-05-21 21:20:00,204.969,205.011,205.024,204.916,399,1779398699.401,CHFJPY_otc
74,2026-05-21 21:25:00,205.011,205.009,205.102,204.975,402,1779398999.753,CHFJPY_otc
74,2026-05-21 21:30:00,205.009,205.082,205.12,204.997,383,1779399299.693,CHFJPY_otc
74,2026-05-21 21:35:00,205.082,204.978,205.11,204.866,393,1779399598.103,CHFJPY_otc
74,2026-05-21 21:40:00,204.978,204.904,204.995,204.813,392,1779399899.623,CHFJPY_otc
74,2026-05-21 21:45:00,204.904,205.092,205.12,204.871,400,1779400199.512,CHFJPY_otc
74,2026-05-21 21:50:00,205.092,204.883,205.157,204.883,398,1779400499.985,CHFJPY_otc
74,2026-05-21 21:55:00,204.883,204.788,205.011,204.78,401,1779400799.777,CHFJPY_otc
