symbol_id,timestamp,open,close,high,low,volume,last_tick,asset
71,2026-05-21 20:10:00,0.70044,0.69964,0.70044,0.69956,408,1779394499.513,AUDUSD_otc
71,2026-05-21 20:15:00,0.69971,0.69928,0.70011,0.69911,412,1779394799.924,AUDUSD_otc
71,2026-05-21 20:20:00,0.69928,0.69909,0.6996,0.69889,423,1779395099.898,AUDUSD_otc
71,2026-05-21 20:25:00,0.69909,0.69913,0.69958,0.69888,400,1779395399.245,AUDUSD_otc
71,2026-05-21 20:30:00,0.6992,0.69832,0.69935,0.69816,413,1779395699.722,AUDUSD_otc
71,2026-05-21 20:35:00,0.69832,0.69872,0.69874,0.69795,403,1779395999.644,AUDUSD_otc
71,2026-05-21 20:40:00,0.6987,0.69856,0.69904,0.69843,398,1779396299.582,AUDUSD_otc
71,2026-05-21 20:45:00,0.69857,0.69685,0.69863,0.69665,396,1779396599.99,AUDUSD_otc
71,2026-05-21 20:50:00,0.69685,0.69658,0.69704,0.69653,395,1779396899.837,AUDUSD_otc
71,2026-05-21 20:55:00,0.69658,0.69698,0.69701,0.69613,405,1779397199.83,AUDUSD_otc
71,2026-05-21 21:00:00,0.69698,0.69779,0.69779,0.69651,407,1779397499.727,AUDUSD_otc
71,2026-05-21 21:05:00,0.69779,0.69778,0.69827,0.69745,405,1779397799.214,AUDUSD_otc
71,2026-05-21 21:10:00,0.69777,0.69938,0.6995,0.69774,409,1779398099.577,AUDUSD_otc
71,2026-05-21 21:15:00,0.69938,0.69905,0.69977,0.69903,393,1779398397.546,AUDUSD_otc
71,2026-05-21 21:20:00,0.69904,0.69996,0.69996,0.69892,374,1779398699.897,AUDUSD_otc
71,2026-05-21 21:25:00,0.69992,0.70027,0.70078,0.69989,405,1779398999.245,AUDUSD_otc
71,2026-05-21 21:30:00,0.70026,0.6998,0.70055,0.69977,399,1779399299.693,AUDUSD_otc
71,2026-05-21 21:35:00,0.6998,0.70007,0.70015,0.69941,405,1779399599.621,AUDUSD_otc
71,2026-05-21 21:40:00,0.70007,0.70081,0.70097,0.70007,407,1779399899.623,AUDUSD_otc
71,2026-05-21 21:45:00,0.70081,0.70098,0.70115,0.70039,402,1779400199.512,AUDUSD_otc
